sku,quantity,address
2010000025758,500,SNEDA Shopping Centre Limited - Spintex - 520 - 75541
2010000025741,500,SNEDA Shopping Centre Limited - Spintex - 520 - 75541
2010000025765,500,SNEDA Shopping Centre Limited - Spintex - 520 - 75541
