sku,quantity,address
2010000025758,500,SNEDA Shopping Centre Limited - NIA - 521 - 75542
2010000025741,500,SNEDA Shopping Centre Limited - NIA - 521 - 75542
2010000025765,500,SNEDA Shopping Centre Limited - NIA - 521 - 75542
